indicator_name,indicator_code,janitor_version
Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,fm_lbl_bmny_ir_zs
Monetary Sector credit to private sector (% GDP),FM.AST.PRVT.GD.ZS,fm_ast_prvt_gd_zs
Claims on central government (annual growth as % of broad money),FM.AST.CGOV.ZG.M3,fm_ast_cgov_zg_m3
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,fi_res_totl_cd
"Borrowers from commercial banks (per 1,000 adults)",FB.CBK.BRWR.P3,fb_cbk_brwr_p3
Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,fb_ast_nper_zs
Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,er_h2o_intr_pc
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,er_h2o_fwst_zs
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,er_gdp_fwtl_m3_kd
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,ep_pmp_sgas_cd
Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,en_urb_lcty_ur_zs
Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,en_pop_el5m_ur_zs
"Plant species (higher), threatened",EN.HPT.THRD.NO,en_hpt_thrd_no
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,en_co2_manf_zs
GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE,en_clc_ghgr_mt_ce
"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,en_atm_pm25_mc_zs
"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,en_atm_pm25_mc_m3
Nitrous oxide emissions in energy sector (% of total),EN.ATM.NOXE.EG.ZS,en_atm_noxe_eg_zs
Methane emissions (% change from 1990),EN.ATM.METH.ZG,en_atm_meth_zg
Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,en_atm_meth_ag_zs
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,en_atm_ghgt_kt_ce
CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,en_atm_co2e_sf_kt
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,en_atm_co2e_lf_zs
CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,en_atm_co2e_gf_zs
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,eg_use_elec_kh_pc
Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,eg_use_comm_cl_zs
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,eg_fec_rnew_zs
Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,eg_elc_petr_zs
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,eg_elc_hyro_zs
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,eg_elc_accs_ur_zs
"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,eg_cft_accs_ur_zs
"Public and publicly guaranteed debt service (% of exports of goods, services and primary income)",DT.TDS.DPPG.XP.ZS,dt_tds_dppg_xp_zs
"IMF repurchases and charges (TDS, current US$)",DT.TDS.DIMF.CD,dt_tds_dimf_cd
Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,dt_oda_odat_xp_zs
Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,dt_oda_odat_gn_zs
Net official aid received (current US$),DT.ODA.OATL.CD,dt_oda_oatl_cd
"Net official flows from UN agencies, WFP (current US$)",DT.NFL.WFPG.CD,dt_nfl_wfpg_cd
"Net official flows from UN agencies, UNPBF (current US$)",DT.NFL.UNPB.CD,dt_nfl_unpb_cd
"Net official flows from UN agencies, UNECE (current US$)",DT.NFL.UNEC.CD,dt_nfl_unec_cd
"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,bx_gsr_tran_zs
"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,bx_gsr_mrch_cd
"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,bx_gsr_cmcp_zs
"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,bx_grt_exta_cd_wd
"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,bn_klt_ptxl_cd
"Net trade in goods and services (BoP, current US$)",BN.GSR.GNFS.CD,bn_gsr_gnfs_cd
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,bn_cab_xoka_cd
"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,bm_klt_dinv_cd_wd
"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,bm_gsr_royl_cd
"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,bm_gsr_gnfs_cd
Cereal yield (kg per hectare),AG.YLD.CREL.KG,ag_yld_crel_kg
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,ag_prd_crop_xd
Rural land area (sq. km),AG.LND.TOTL.RU.K2,ag_lnd_totl_ru_k2
Forest area (% of land area),AG.LND.FRST.ZS,ag_lnd_frst_zs
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,ag_lnd_el5m_ur_k2
Land under cereal production (hectares),AG.LND.CREL.HA,ag_lnd_crel_ha
Agricultural land (% of land area),AG.LND.AGRI.ZS,ag_lnd_agri_zs
"Agricultural machinery, tractors",AG.AGR.TRAC.NO,ag_agr_trac_no
"International migrant stock, total",SM.POP.TOTL,sm_pop_totl
"Children in employment, wage workers (% of children in employment, ages 7-14)",SL.WAG.0714.ZS,sl_wag_0714_zs
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,sl_uem_totl_ne_zs
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,sl_uem_totl_fe_ne_zs
Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,sl_uem_intm_zs
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,sl_uem_basc_ma_zs
"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,sl_uem_advn_fe_zs
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,sl_uem_1524_ma_ne_zs
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,sl_tlf_totl_fe_zs
Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,sl_tlf_intm_zs
"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,sl_tlf_cact_ne_zs
Ratio of female to male labor force participation rate (%) (national estimate),SL.TLF.CACT.FM.NE.ZS,sl_tlf_cact_fm_ne_zs
"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS,sl_tlf_basc_ma_zs
"Labor force with advanced education, female (% of female working-age population with advanced education)",SL.TLF.ADVN.FE.ZS,sl_tlf_advn_fe_zs
"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.ZS,sl_tlf_acti_1524_zs
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,sl_tlf_acti_1524_fe_zs
"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,sl_tlf_0714_wk_tm
"Average working hours of children, working only, female, ages 7-14 (hours per week)",SL.TLF.0714.WK.FE.TM,sl_tlf_0714_wk_fe_tm
"Average working hours of children, study and work, male, ages 7-14 (hours per week)",SL.TLF.0714.SW.MA.TM,sl_tlf_0714_sw_ma_tm
"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,sl_tlf_0714_fe_zs
Child employment in services (% of economically active children ages 7-14),SL.SRV.0714.ZS,sl_srv_0714_zs
"Children in employment, self-employed, male (% of male children in employment, ages 7-14)",SL.SLF.0714.MA.ZS,sl_slf_0714_ma_zs
"Child employment in manufacturing, female (% of female economically active children ages 7-14)",SL.MNF.0714.FE.ZS,sl_mnf_0714_fe_zs
GDP per person employed (constant 2017 PPP $),SL.GDP.PCAP.EM.KD,sl_gdp_pcap_em_kd
"Children in employment, unpaid family workers (% of children in employment, ages 7-14)",SL.FAM.0714.ZS,sl_fam_0714_zs
"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",SL.EMP.WORK.MA.ZS,sl_emp_work_ma_zs
"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",SL.EMP.VULN.FE.ZS,sl_emp_vuln_fe_zs
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,sl_emp_totl_sp_ma_ne_zs
"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,sl_emp_self_zs
"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,sl_emp_mpyr_ma_zs
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,sl_emp_1524_sp_ma_zs
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,sl_agr_empl_zs
"Child employment in agriculture, male (% of male economically active children ages 7-14)",SL.AGR.0714.MA.ZS,sl_agr_0714_ma_zs
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,si_spr_pc40_zg
Poverty gap at $6.85 a day (2017 PPP) (%),SI.POV.UMIC.GP,si_pov_umic_gp
"Multidimensional poverty headcount ratio, male (% of male population)",SI.POV.MDIM.MA,si_pov_mdim_ma
"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",SI.POV.MDIM.17.XQ,si_pov_mdim_17_xq
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,si_pov_lmic
Income share held by lowest 20%,SI.DST.FRST.20,si_dst_frst_20
Income share held by highest 20%,SI.DST.05TH.20,si_dst_05th_20
"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,sh_xpd_pvtd_pp_cd
Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,sh_xpd_oopc_pc_cd
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,sh_xpd_ghed_ge_zs
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,sh_xpd_ehex_pc_cd
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,sh_xpd_chex_gd_zs
Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.25.TO,sh_uhc_oopc_25_to
Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line),SH.UHC.NOP2.ZG,sh_uhc_nop2_zg
Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line),SH.UHC.NOP1.ZG,sh_uhc_nop1_zg
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,sh_tbs_dtec_zs
"Prevalence of severe wasting, weight for height, female (% of children under 5)",SH.SVR.WAST.FE.ZS,sh_svr_wast_fe_zs
Coverage of unemployment benefits and ALMP (% of population),per_lm_alllm.cov_pop_tot,per_lm_alllm_cov_pop_tot
Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),per_allsp.ben_q1_tot,per_allsp_ben_q1_tot
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,pa_nus_ppp
Net secondary income (Net current transfers from abroad) (constant LCU),NY.TRF.NCTR.KN,ny_trf_nctr_kn
Taxes less subsidies on products (current LCU),NY.TAX.NIND.CN,ny_tax_nind_cn
Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,ny_gsr_nfcy_cd
Gross savings (current US$),NY.GNS.ICTR.CD,ny_gns_ictr_cd
GNI per capita growth (annual %),NY.GNP.PCAP.KD.ZG,ny_gnp_pcap_kd_zg
"GNI, PPP (constant 2017 international $)",NY.GNP.MKTP.PP.KD,ny_gnp_mktp_pp_kd
GNI (constant 2015 US$),NY.GNP.MKTP.KD,ny_gnp_mktp_kd
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,ny_gnp_atls_cd
Gross domestic savings (current US$),NY.GDS.TOTL.CD,ny_gds_totl_cd
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,ny_gdp_pcap_pp_cd
GDP per capita (current LCU),NY.GDP.PCAP.CN,ny_gdp_pcap_cn
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,ny_gdp_mktp_pp_cd
GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,ny_gdp_mktp_cn_ad
Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,ny_gdp_frst_rt_zs
Gross value added at basic prices (GVA) (current US$),NY.GDP.FCST.CD,ny_gdp_fcst_cd
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,ny_gdp_defl_zs
Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,ny_exp_capm_kn
"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,ny_adj_svng_cd
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,ny_adj_nnty_kd_zg
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,ny_adj_nnat_cd
Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,ny_adj_dpem_cd
Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,ny_adj_dmin_cd
Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,ny_adj_dfor_cd
Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,ny_adj_aedu_cd
"Services, value added (constant 2015 US$)",NV.SRV.TOTL.KD,nv_srv_totl_kd
Textiles and clothing (% of value added in manufacturing),NV.MNF.TXTL.ZS.UN,nv_mnf_txtl_zs_un
"Food, beverages and tobacco (% of value added in manufacturing)",NV.MNF.FBTO.ZS.UN,nv_mnf_fbto_zs_un
"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,nv_ind_totl_kd_zg
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,nv_ind_manf_zs
"Manufacturing, value added (current LCU)",NV.IND.MANF.CN,nv_ind_manf_cn
Financial intermediary services indirectly Measured (FISIM) (current LCU),NV.FSM.TOTL.CN,nv_fsm_totl_cn
"Agriculture, forestry, and fishing, value added (constant 2015 US$)",NV.AGR.TOTL.KD,nv_agr_totl_kd
Trade (% of GDP),NE.TRD.GNFS.ZS,ne_trd_gnfs_zs
External balance on goods and services (current US$),NE.RSB.GNFS.CD,ne_rsb_gnfs_cd
Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,ne_imp_gnfs_kd
Gross capital formation (constant LCU),NE.GDI.TOTL.KN,ne_gdi_totl_kn
Gross capital formation (current US$),NE.GDI.TOTL.CD,ne_gdi_totl_cd
Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,ne_gdi_ftot_zs
Gross fixed capital formation (current LCU),NE.GDI.FTOT.CN,ne_gdi_ftot_cn
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,ne_exp_gnfs_zs
Exports of goods and services (current LCU),NE.EXP.GNFS.CN,ne_exp_gnfs_cn
Gross national expenditure (constant 2015 US$),NE.DAB.TOTL.KD,ne_dab_totl_kd
Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,ne_con_totl_zs
Final consumption expenditure (current LCU),NE.CON.TOTL.CN,ne_con_totl_cn
"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,ne_con_prvt_pp_cd
Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,ne_con_prvt_kd_zg
Households and NPISHs Final consumption expenditure (current US$),NE.CON.PRVT.CD,ne_con_prvt_cd
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,sh_prv_smok_fe
Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,sh_mmr_risk
"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,sh_mlr_incd_p3
"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,sh_med_cmhw_p3
"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,sh_imm_hepb
Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,sh_hiv_incd_yg
Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,sh_hiv_incd
Children (0-14) living with HIV,SH.HIV.0014,sh_hiv_0014
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,sh_h2o_basw_zs
"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,sh_dyn_nmrt
"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,sh_dyn_mort_ma
Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,sh_dyn_aids_fe_zs
"Probability of dying among children ages 5-9 years (per 1,000)",SH.DYN.0509,sh_dyn_0509
"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,sh_dth_injr_zs
Number of deaths ages 15-19 years,SH.DTH.1519,sh_dth_1519
"Condom use, population ages 15-24, female (% of females ages 15-24)",SH.CON.1524.FE.ZS,sh_con_1524_fe_zs
"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,sh_alc_pcap_ma_li
Women who believe a husband is justified in beating his wife (any of five reasons) (%),SG.VAW.REAS.ZS,sg_vaw_reas_zs
Women who believe a husband is justified in beating his wife when she argues with him (%),SG.VAW.ARGU.ZS,sg_vaw_argu_zs
Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,sg_law_indx
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,se_xpd_totl_gd_zs
Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,se_xpd_seco_zs
"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,se_xpd_ctot_zs
"Tertiary education, academic staff (% female)",SE.TER.TCHR.FE.ZS,se_ter_tchr_fe_zs
"Pupil-teacher ratio, tertiary",SE.TER.ENRL.TC.ZS,se_ter_enrl_tc_zs
"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,se_ter_cuat_ms_zs
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.DO.MA.ZS,se_ter_cuat_do_ma_zs
"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,se_ter_cuat_ba_fe_zs
"Secondary education, teachers (% female)",SE.SEC.TCHR.FE.ZS,se_sec_tchr_fe_zs
Trained teachers in upper secondary education (% of total teachers),SE.SEC.TCAQ.UP.ZS,se_sec_tcaq_up_zs
Trained teachers in lower secondary education (% of total teachers),SE.SEC.TCAQ.LO.ZS,se_sec_tcaq_lo_zs
Progression to secondary school (%),SE.SEC.PROG.ZS,se_sec_prog_zs
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,se_sec_nenr_ma
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,se_sec_enrr_fe
"Pupil-teacher ratio, upper secondary",SE.SEC.ENRL.UP.TC.ZS,se_sec_enrl_up_tc_zs
"Secondary education, general pupils",SE.SEC.ENRL.GC,se_sec_enrl_gc
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,se_sec_cuat_up_zs
"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.PO.MA.ZS,se_sec_cuat_po_ma_zs
"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,se_sec_cuat_lo_fe_zs
Lower secondary school starting age (years),SE.SEC.AGES,se_sec_ages
"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,se_prm_uner_fe_zs
"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,se_prm_tenr_fe
Trained teachers in primary education (% of total teachers),SE.PRM.TCAQ.ZS,se_prm_tcaq_zs
"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,se_prm_rept_ma_zs
"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,se_prm_prsl_fe_zs
"School enrollment, primary, private (% of total primary)",SE.PRM.PRIV.ZS,se_prm_priv_zs
Net intake rate in grade 1 (% of official school-age population),SE.PRM.NINT.ZS,se_prm_nint_zs
"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,se_prm_nenr_fe
"Gross intake ratio in first grade of primary education, female (% of relevant age group)",SE.PRM.GINT.FE.ZS,se_prm_gint_fe_zs
"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,se_prm_enrl_tc_zs
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,se_prm_cuat_zs
"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,se_prm_cmpt_ma_zs
"Trained teachers in preprimary education, male (% of male teachers)",SE.PRE.TCAQ.MA.ZS,se_pre_tcaq_ma_zs
"School enrollment, preprimary (% gross)",SE.PRE.ENRR,se_pre_enrr
"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,se_enr_seco_fm_zs
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,se_adt_litr_zs
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,se_adt_1524_lt_ma_zs
Coverage of social insurance programs in richest quintile (% of population),per_si_allsi.cov_q5_tot,per_si_allsi_cov_q5_tot
Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,per_si_allsi_cov_q1_tot
Coverage of social safety net programs in richest quintile (% of population),per_sa_allsa.cov_q5_tot,per_sa_allsa_cov_q5_tot
Coverage of social safety net programs in poorest quintile (% of population),per_sa_allsa.cov_q1_tot,per_sa_allsa_cov_q1_tot
Coverage of unemployment benefits and ALMP in richest quintile (% of population),per_lm_alllm.cov_q5_tot,per_lm_alllm_cov_q5_tot
Coverage of unemployment benefits and ALMP in poorest quintile (% of population),per_lm_alllm.cov_q1_tot,per_lm_alllm_cov_q1_tot
Coverage of social protection and labor programs (% of population),per_allsp.cov_pop_tot,per_allsp_cov_pop_tot
Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,pa_nus_pppc_rf
Terms of trade adjustment (constant LCU),NY.TTF.GNFS.KN,ny_ttf_gnfs_kn
Taxes less subsidies on products (constant LCU),NY.TAX.NIND.KN,ny_tax_nind_kn
"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,dc_dac_chel_cd
"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,dc_dac_autl_cd
"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,cm_mkt_trad_cd
S&P Global Equity Indices (annual % change),CM.MKT.INDX.ZG,cm_mkt_indx_zg
"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,bx_trf_curr_cd
"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,bx_gsr_trvl_zs
"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,bx_gsr_nfsv_cd
"Primary income receipts (BoP, current US$)",BX.GSR.FCTY.CD,bx_gsr_fcty_cd
"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,bx_grt_tech_cd_wd
"Reserves and related items (BoP, current US$)",BN.RES.INCL.CD,bn_res_incl_cd
"Net trade in goods (BoP, current US$)",BN.GSR.MRCH.CD,bn_gsr_mrch_cd
Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,bn_cab_xoka_gd_zs
"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,bm_klt_dinv_wd_gd_zs
"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,bm_gsr_totl_cd
"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,bm_gsr_insf_zs
Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,bg_gsr_nfsv_gd_zs
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,ag_prd_food_xd
Urban land area (sq. km),AG.LND.TOTL.UR.K2,ag_lnd_totl_ur_k2
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,ag_lnd_irig_ag_zs
Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,ag_lnd_el5m_ur_zs
Permanent cropland (% of land area),AG.LND.CROP.ZS,ag_lnd_crop_zs
Arable land (hectares),AG.LND.ARBL.HA,ag_lnd_arbl_ha
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,ag_con_fert_pt_zs
"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,sl_uem_1524_fe_zs
"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,sl_tlf_part_zs
"Labor force with intermediate education, male (% of male working-age population with intermediate education)",SL.TLF.INTM.MA.ZS,sl_tlf_intm_ma_zs
"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,sl_tlf_cact_ma_zs
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,sl_tlf_cact_fe_zs
"Labor force with basic education, female (% of female working-age population with basic education)",SL.TLF.BASC.FE.ZS,sl_tlf_basc_fe_zs
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,sl_tlf_acti_zs
"Labor force participation rate for ages 15-24, total (%) (national estimate)",SL.TLF.ACTI.1524.NE.ZS,sl_tlf_acti_1524_ne_zs
"Labor force participation rate for ages 15-24, female (%) (national estimate)",SL.TLF.ACTI.1524.FE.NE.ZS,sl_tlf_acti_1524_fe_ne_zs
"Children in employment, work only, male (% of male children in employment, ages 7-14)",SL.TLF.0714.WK.MA.ZS,sl_tlf_0714_wk_ma_zs
"Children in employment, study and work (% of children in employment, ages 7-14)",SL.TLF.0714.SW.ZS,sl_tlf_0714_sw_zs
"Children in employment, study and work, female (% of female children in employment, ages 7-14)",SL.TLF.0714.SW.FE.ZS,sl_tlf_0714_sw_fe_zs
Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,sl_srv_empl_zs
"Child employment in services, male (% of male economically active children ages 7-14)",SL.SRV.0714.MA.ZS,sl_srv_0714_ma_zs
"Children in employment, self-employed, female (% of female children in employment, ages 7-14)",SL.SLF.0714.FE.ZS,sl_slf_0714_fe_zs
Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,sl_ind_empl_zs
"Contributing family workers, total (% of total employment) (modeled ILO estimate)",SL.FAM.WORK.ZS,sl_fam_work_zs
"Children in employment, unpaid family workers, male (% of male children in employment, ages 7-14)",SL.FAM.0714.MA.ZS,sl_fam_0714_ma_zs
"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,sl_emp_work_fe_zs
